Time,Roller Count,Barcode,AC_X,AC_Y,AC_Z,GY_X,GY_Y,GY_Z,Pressure,Thermal,Trash
50:28.2,5,,0.245117188,0.181640625,0.514648438,-144.4091797,-5.981445313,3.295898438,101422,,
50:28.3,5,,0.114257813,-0.115234375,0.981445313,-342.0410156,1.281738281,-5.615234375,101422,,
50:28.4,5,,0.973632813,-0.227539063,3.546875,56.33544922,47.72949219,-13.18359375,101422,,
50:28.6,5,,-0.1328125,-0.586914063,1.203125,-107.4829102,-3.967285156,0.061035156,101422,,
50:28.7,5,,-0.2890625,0.771484375,-1.076171875,57.37304688,17.33398438,1.342773438,101422,,
50:28.9,5,,-0.561523438,0.400390625,-1.026367188,-125.7324219,-246.4599609,8.666992188,101422,,
50:29.0,5,,0.5546875,0.451171875,0.508789063,-152.6489258,-7.263183594,-2.319335938,101422,,
50:29.1,5,,0.208984375,0.524414063,0.456054688,-38.94042969,1.708984375,7.446289063,101422,,
50:29.2,6,,-0.09765625,0.072265625,-0.245117188,8.728027344,16.84570313,-0.793457031,101422,,
50:29.3,6,,0.51953125,0.323242188,0.137695313,57.55615234,-299.8657227,4.821777344,101422,,
50:29.4,6,,0.075195313,-0.015625,-0.024414063,-19.53125,136.7797852,-4.211425781,101422,,
50:29.5,6,,-0.259765625,-0.280273438,1.80078125,62.43896484,0.9765625,-7.8125,101422,,
50:29.6,6,,0.106445313,0.1953125,0.62890625,-155.7617188,4.089355469,-4.943847656,101422,,
50:29.7,6,,0.245117188,-0.58984375,-0.81640625,74.64599609,20.75195313,10.31494141,101421,,
50:29.9,6,,-0.432617188,-0.1796875,1.28125,74.95117188,-8.422851563,3.41796875,101421,,
50:30.0,6,,-0.298828125,-0.208984375,1.793945313,-209.8999023,-0.854492188,-0.610351563,101421,,
50:30.1,6,,-0.0234375,-0.026367188,2.549804688,117.6757813,-70.19042969,-5.676269531,101421,,
50:30.3,6,,-0.069335938,0.284179688,0.34375,342.2851563,170.5322266,-1.46484375,101422,,
50:30.3,6,,-0.046875,0.044921875,0.891601563,135.1318359,-13.54980469,9.460449219,101422,,
50:30.5,6,,-0.053710938,-0.138671875,-0.350585938,42.78564453,-4.638671875,10.31494141,101422,,
50:30.6,6,,0.294921875,0.3203125,0.677734375,54.62646484,-44.06738281,-1.586914063,101422,,
50:30.8,6,,-0.529296875,-0.05859375,1.359375,220.3369141,2.685546875,10.19287109,101420,,
50:30.9,6,,-0.041992188,-0.216796875,0.626953125,89.23339844,5.310058594,-1.586914063,101420,,
50:31.0,6,,0.13671875,-0.048828125,1.008789063,39.85595703,10.92529297,-1.892089844,101420,,
50:31.1,6,,0.041015625,-0.567382813,2.237304688,162.1704102,49.56054688,-12.26806641,101420,,
50:31.2,6,,-3.106445313,0.052734375,-2.473632813,108.6425781,4.455566406,-49.49951172,101420,,
50:31.4,6,,1.254882813,-0.893554688,-1.290039063,64.51416016,-6.652832031,-1.159667969,101420,,
50:31.6,6,,-0.30078125,-0.022460938,0.939453125,-76.35498047,-2.319335938,3.479003906,101420,,
50:31.7,7,,0.125976563,0.163085938,0.779296875,104.7973633,13.00048828,0.610351563,101419,,
50:31.8,7,,0.091796875,0.229492188,2.243164063,89.96582031,-10.68115234,7.751464844,101419,,
50:32.0,7,,-0.04296875,0.147460938,1.072265625,-91.18652344,-6.103515625,0.122070313,101419,,
50:32.2,8,,-0.130859375,-0.694335938,0.596679688,88.80615234,-213.8061523,-3.784179688,101420,,
50:32.3,8,,0.247070313,-0.045898438,1.138671875,-18.00537109,-6.713867188,-4.943847656,101420,,
50:32.4,8,,0.127929688,0.291992188,1.434570313,-151.6723633,11.29150391,1.403808594,101420,,
50:32.6,9,,0.877929688,0.337890625,0.314453125,-155.8837891,-3.601074219,-5.187988281,101420,,
50:32.8,9,,0.221679688,-0.10546875,-0.48046875,41.19873047,-10.80322266,5.554199219,101421,,
50:33.1,10,,-0.557617188,0.05078125,-0.618164063,-161.6821289,-241.0888672,3.723144531,101421,,
50:33.2,10,,-0.19140625,-0.004882813,-0.21875,-186.340332,-104.309082,4.272460938,101421,,
50:33.4,11,,1.030273438,-1.68359375,6.1953125,-435.7299805,-292.0532227,6.652832031,101421,,
50:33.5,11,,-0.249023438,-0.270507813,1.400390625,-171.875,-3.540039063,16.05224609,101421,,
50:33.7,11,,-0.29296875,-0.240234375,-0.759765625,-55.90820313,10.07080078,1.525878906,101421,,
50:33.8,11,,-0.069335938,0.139648438,0.434570313,-165.5273438,-4.8828125,-1.342773438,101421,,
50:33.9,11,,0.552734375,-0.008789063,0.786132813,16.54052734,-12.51220703,-7.568359375,101421,,
50:34.0,11,,-1.20703125,-0.209960938,-0.240234375,62.13378906,16.29638672,-3.662109375,101421,,
50:34.2,11,,0.106445313,-0.150390625,1.513671875,136.6577148,10.13183594,-10.98632813,101421,,
50:34.3,11,,-0.196289063,0.114257813,0.077148438,34.66796875,-171.5087891,-1.281738281,101421,,
50:34.4,11,,-0.731445313,-0.422851563,-0.342773438,134.3994141,-2.44140625,-0.732421875,101421,,
50:34.6,11,,0.161132813,0.360351563,1.581054688,82.39746094,3.723144531,0.183105469,101421,,
50:34.7,11,,0.134765625,-0.03125,0.327148438,-76.90429688,-0.061035156,-3.845214844,101420,,
50:34.9,11,,-0.206054688,-0.130859375,1.078125,-31.79931641,-0.122070313,-0.549316406,101420,,
50:35.1,12,,0.055664063,0.2890625,0.71484375,150.3295898,31.73828125,8.7890625,101420,,
50:35.2,13,,-0.041015625,-0.170898438,-0.470703125,-199.8901367,-133.5449219,4.8828125,101420,,
50:35.3,13,,0.014648438,-0.040039063,1.188476563,-17.63916016,-11.65771484,1.892089844,101420,,
50:35.5,13,,-0.134765625,-0.395507813,1.044921875,-395.0195313,9.826660156,-5.065917969,101420,,
50:35.6,13,,-0.111328125,0.400390625,0.436523438,-28.99169922,-208.2519531,0.305175781,101420,,
50:35.7,13,,0.14453125,-0.34765625,1.057617188,-21.11816406,103.2714844,-3.967285156,101421,,
50:35.9,13,,0.28125,0.697265625,-0.693359375,58.65478516,55.54199219,5.493164063,101421,,
50:36.0,13,,-0.046875,-0.184570313,3.595703125,35.88867188,-280.9448242,13.00048828,101421,,
50:36.1,13,,-0.321289063,0.036132813,0.622070313,-146.0571289,0.305175781,0.244140625,101421,,
50:36.2,13,,0.385742188,0.338867188,1.162109375,-83.61816406,0.671386719,2.197265625,101420,,
50:36.4,13,,-0.029296875,-0.271484375,0.8125,57.31201172,-12.57324219,-18.31054688,101420,,
50:36.5,14,,0.045898438,0.067382813,1.047851563,-32.34863281,0.244140625,7.629394531,101420,,
50:36.7,14,,0.018554688,0.1875,0.485351563,61.15722656,-56.21337891,13.42773438,101420,,
50:36.8,14,,-0.123046875,0.01171875,0.995117188,-83.92333984,4.638671875,18.00537109,101421,,
50:36.9,15,,0.065429688,0.094726563,1.645507813,-32.04345703,56.57958984,-1.037597656,101421,,
50:37.1,16,,-0.077148438,-0.09765625,0.8828125,24.96337891,48.828125,-1.525878906,101421,,
50:37.2,16,,-0.112304688,-0.2421875,0.366210938,26.06201172,123.2910156,-2.380371094,101420,,
50:37.3,16,,0.107421875,0.124023438,0.159179688,120.1782227,-477.9052734,4.333496094,101420,,
50:37.5,17,,-0.176757813,0.278320313,0.669921875,-133.1787109,-197.7539063,-0.305175781,101420,,
50:37.7,17,,0.081054688,-0.30859375,0.3671875,149.1088867,280.5175781,11.59667969,101420,,
50:37.9,17,,0.057617188,0.1484375,0.784179688,-65.79589844,3.295898438,-3.173828125,101420,,
50:38.0,17,,-0.234375,0.784179688,2.040039063,-40.95458984,7.690429688,-1.953125,101420,,
50:38.2,17,,-0.22265625,-0.129882813,0.7421875,-245.1171875,33.32519531,6.408691406,101420,,
50:38.3,17,,-0.25,-0.25,0.529296875,-168.3349609,17.76123047,13.24462891,101421,,
50:38.5,17,,0.266601563,0.107421875,1.353515625,-14.52636719,11.71875,-2.563476563,101421,,
50:38.7,18,,-0.249023438,-0.639648438,0.782226563,0.48828125,-2.563476563,-0.122070313,101421,,
50:38.9,18,,-0.186523438,0.213867188,1.263671875,267.9443359,-4.211425781,-7.568359375,101421,,
50:39.0,18,,0.00390625,0.072265625,2.198242188,181.2133789,-6.225585938,-14.58740234,101421,,
50:39.2,18,,-0.00390625,-0.25390625,0.841796875,127.5024414,-22.88818359,-5.615234375,101420,,
50:39.4,18,,-0.110351563,0.104492188,0.799804688,-205.5664063,17.33398438,-11.59667969,101420,,
50:39.6,18,,0.344726563,-0.219726563,-0.212890625,-10.86425781,-203.6132813,0.854492188,101420,,
50:39.8,18,,-0.069335938,1.155273438,2.301757813,-39.36767578,-51.81884766,-2.258300781,101420,,
50:40.1,18,,-0.16796875,-0.022460938,0.821289063,-70.61767578,-23.25439453,-4.028320313,101420,,
50:40.3,19,,-0.46484375,-0.529296875,2.669921875,172.7294922,51.45263672,-5.126953125,101420,,
50:40.5,19,,-0.014648438,0.048828125,1.143554688,3.051757813,-33.81347656,-2.9296875,101420,,
50:40.7,19,,0.3671875,-0.479492188,-0.051757813,-404.6630859,-41.19873047,-3.295898438,101420,,
50:40.9,19,,-0.249023438,0.025390625,0.4609375,-256.4086914,-34.36279297,-7.873535156,101420,,
50:41.0,19,,-0.127929688,-0.340820313,0.506835938,-210.4492188,-32.53173828,-10.00976563,101420,,
50:41.2,19,,-0.185546875,0.00390625,0.756835938,-39.97802734,-25.14648438,-7.751464844,101421,,
50:41.5,21,,0.005859375,0.361328125,1.435546875,-72.57080078,-2.258300781,-3.295898438,101421,,
50:41.6,21,,0.012695313,-0.126953125,-0.56640625,31.79931641,35.27832031,-5.004882813,101421,,
50:41.8,21,,1.3984375,0.34765625,1.227539063,-20.26367188,-194.7631836,10.7421875,101420,,
50:41.9,21,,-0.149414063,0.055664063,-0.104492188,-55.54199219,45.53222656,3.967285156,101420,,
50:42.1,21,,0.073242188,0.09375,0.915039063,2.990722656,-43.27392578,-1.46484375,101420,,
50:42.3,21,,-0.181640625,0.20703125,0.211914063,-72.50976563,36.86523438,-6.8359375,101421,,
50:42.4,21,,-0.002929688,0.200195313,0.754882813,-63.23242188,-11.77978516,5.737304688,101421,,
50:42.6,22,,0.000976563,-0.282226563,0.780273438,-34.05761719,-11.35253906,-0.427246094,101421,,
50:42.7,22,,-0.005859375,0.326171875,0.524414063,-114.440918,-24.59716797,-2.685546875,101420,,
50:42.8,23,,0.141601563,0.706054688,1.703125,76.171875,147.0947266,-1.220703125,101420,,
50:43.0,23,,0.09375,-0.186523438,0.10546875,59.14306641,-116.3330078,-8.850097656,101420,,
50:43.1,23,,-0.8671875,-0.685546875,1.456054688,-184.2651367,-30.09033203,-4.455566406,101420,,
50:43.3,24,,-0.1875,0.155273438,0.432617188,-169.4946289,0.244140625,-4.333496094,101421,,
50:43.5,25,,0.065429688,-0.18359375,0.684570313,37.17041016,-6.896972656,-6.958007813,101421,,
50:43.6,25,,-0.047851563,0.09765625,0.596679688,71.35009766,-12.02392578,1.647949219,101421,,
50:43.8,25,,0.19921875,0.2421875,1.267578125,-26.18408203,7.751464844,2.258300781,101420,,
50:44.0,26,,-1.219726563,0.393554688,0.936523438,-292.4194336,11.16943359,-3.662109375,101420,,
50:44.1,26,,-0.928710938,-0.430664063,-0.8515625,-167.5415039,51.08642578,-1.708984375,101420,,
50:44.2,26,,-0.205078125,-0.129882813,0.396484375,5.798339844,34.24072266,-4.272460938,101420,,
