Time,ACC_X,ACC_Y,ACC_Z,GY_X,GY_Y,GY_Z,P
0.0,0.021484375,-0.0078125,1.0,-1.0986328125,0.42724609375,-1.220703125,101308
0.002,0.009765625,-0.01171875,0.99609375,-1.40380859375,0.54931640625,-0.79345703125,101308
0.004,0.025390625,-0.0048828125,0.9775390625,-1.89208984375,0.732421875,-1.8310546875,101308
0.006,0.0029296875,-0.009765625,1.0068359375,-2.13623046875,0.3662109375,-0.91552734375,101308
0.007,0.009765625,-0.005859375,1.0048828125,-2.44140625,0.48828125,-1.15966796875,101308
0.009,0.005859375,-0.01171875,0.9990234375,-0.732421875,0.8544921875,-1.220703125,101308
0.011,0.0078125,-0.0185546875,0.9951171875,-1.220703125,0.67138671875,-1.220703125,101308
0.013,0.0078125,-0.017578125,0.998046875,-1.0986328125,0.67138671875,-0.8544921875,101308
0.015,0.01953125,-0.01171875,1.009765625,-1.40380859375,0.42724609375,-1.3427734375,101308
0.017,0.0205078125,-0.0126953125,0.9912109375,-1.0986328125,1.15966796875,0.1220703125,101308
0.019,0.017578125,-0.0048828125,1.0009765625,-1.03759765625,1.15966796875,-1.220703125,101308
0.022,0.0146484375,0.005859375,0.9736328125,0.18310546875,0.48828125,-1.77001953125,101308
0.023,0.0087890625,-0.0009765625,0.98828125,-0.1220703125,0.54931640625,-2.0751953125,101308
0.025,0.017578125,-0.00390625,0.9814453125,-1.40380859375,0.732421875,-2.01416015625,101308
0.027,0.0166015625,0.001953125,0.9921875,-0.6103515625,0.91552734375,-0.732421875,101308
0.029,0.017578125,-0.0009765625,0.9951171875,-1.220703125,0.79345703125,-0.30517578125,101308
0.031,0.005859375,-0.005859375,0.9794921875,-1.28173828125,0.79345703125,-1.52587890625,101308
0.033,0.005859375,0.015625,0.994140625,-2.01416015625,1.0986328125,-0.8544921875,101308
0.035,0.005859375,0.0126953125,1.0,-2.62451171875,0.3662109375,-0.9765625,101308
0.037,0.01171875,0.01953125,1.0126953125,-2.62451171875,0.67138671875,-0.732421875,101308
0.039,0.0,0.00390625,1.0361328125,-2.62451171875,1.28173828125,-0.9765625,101308
0.041,0.0029296875,0.0009765625,1.0078125,-2.13623046875,0.9765625,-1.220703125,101308
0.043,0.009765625,0.0068359375,0.9970703125,-0.8544921875,0.6103515625,-1.15966796875,101308
0.045,0.0048828125,0.00390625,0.9892578125,-0.91552734375,0.8544921875,-1.708984375,101308
0.047,0.01171875,0.0,0.9853515625,-0.8544921875,0.8544921875,-1.220703125,101308
0.049,0.0234375,0.0009765625,0.9970703125,-1.0986328125,0.79345703125,-1.52587890625,101308
0.052,0.013671875,-0.0087890625,0.982421875,-2.13623046875,0.0,-1.15966796875,101308
0.054,0.0146484375,-0.02734375,0.98046875,-3.2958984375,0.67138671875,-1.15966796875,101308
0.056,0.0185546875,-0.0166015625,0.9970703125,-3.41796875,0.48828125,-0.732421875,101308
0.057,0.0087890625,-0.0205078125,0.99609375,-3.41796875,0.42724609375,-0.9765625,101308
0.059,0.0166015625,-0.01171875,1.01171875,-2.99072265625,0.48828125,-1.52587890625,101308
0.063,-0.0009765625,-0.0205078125,1.0048828125,-2.3193359375,0.3662109375,-0.42724609375,101308
0.065,0.0078125,-0.0126953125,0.994140625,-1.953125,0.6103515625,-1.89208984375,101308
0.066,0.0087890625,-0.00390625,1.0068359375,-1.64794921875,0.67138671875,-1.52587890625,101308
0.068,0.0009765625,0.0087890625,1.001953125,-0.732421875,0.54931640625,-1.5869140625,101308
0.07,0.0068359375,-0.0068359375,0.9931640625,-0.30517578125,-0.1220703125,-1.0986328125,101308
0.071,0.0107421875,0.001953125,0.9853515625,-0.732421875,0.48828125,-1.64794921875,101308
0.073,0.01953125,0.0,0.9736328125,-0.6103515625,1.03759765625,-1.28173828125,101308
0.075,0.0107421875,0.0,0.9697265625,-1.46484375,0.9765625,-1.0986328125,101308
0.077,0.013671875,0.0107421875,0.98828125,-1.953125,0.8544921875,-1.0986328125,101308
0.079,0.005859375,-0.001953125,1.0029296875,-2.13623046875,0.6103515625,-1.03759765625,101308
0.081,0.0087890625,-0.0009765625,0.9931640625,-2.5634765625,0.54931640625,-1.3427734375,101308
0.082,0.01171875,-0.001953125,1.009765625,-1.64794921875,-0.1220703125,-0.8544921875,101308
0.084,0.009765625,-0.0166015625,0.9990234375,-1.77001953125,0.732421875,-0.9765625,101308
0.086,0.0126953125,-0.02734375,0.998046875,-0.48828125,0.244140625,-0.91552734375,101308
0.088,0.0146484375,-0.0263671875,1.0029296875,-0.79345703125,0.732421875,-1.77001953125,101308
0.09,0.0166015625,-0.013671875,0.9931640625,-0.8544921875,0.244140625,-1.5869140625,101308
0.093,0.0126953125,-0.0087890625,1.0029296875,-1.220703125,0.30517578125,-0.91552734375,101308
0.095,0.0087890625,-0.0146484375,0.9921875,-1.15966796875,1.220703125,-1.0986328125,101308
0.097,0.0087890625,-0.015625,0.98828125,-1.3427734375,0.67138671875,-0.42724609375,101308
0.099,0.0166015625,-0.00390625,0.974609375,-1.64794921875,0.79345703125,-1.52587890625,101308
0.1,0.0205078125,-0.0068359375,1.0068359375,-1.46484375,0.48828125,-0.42724609375,101308
0.102,0.0205078125,0.0048828125,1.009765625,-1.64794921875,0.79345703125,-0.91552734375,101308
0.104,0.001953125,-0.0048828125,1.0146484375,-1.46484375,0.6103515625,-1.8310546875,101308
0.106,0.0107421875,-0.00390625,1.0009765625,-1.15966796875,0.18310546875,-1.52587890625,101308
0.107,0.009765625,-0.0009765625,0.984375,-1.03759765625,0.79345703125,-1.0986328125,101308
0.109,0.0068359375,-0.0029296875,1.00390625,-1.708984375,0.6103515625,-1.46484375,101308
0.111,0.005859375,0.0078125,1.017578125,-1.15966796875,0.244140625,-1.15966796875,101308
0.113,0.00390625,0.009765625,1.001953125,-1.708984375,0.732421875,-0.8544921875,101308
0.115,0.009765625,-0.0078125,1.0029296875,-2.25830078125,0.06103515625,-1.220703125,101308
0.117,0.021484375,-0.01171875,1.0107421875,-2.197265625,0.42724609375,-0.91552734375,101308
0.119,0.0068359375,-0.017578125,0.9794921875,-1.708984375,0.3662109375,-1.220703125,101308
0.121,0.01171875,-0.013671875,0.9931640625,-1.3427734375,0.3662109375,-0.30517578125,101308
0.123,0.0,-0.009765625,0.9765625,-0.6103515625,0.67138671875,-1.220703125,101308
0.125,0.0107421875,-0.0166015625,0.98046875,-0.48828125,0.0,-1.40380859375,101308
0.127,0.0068359375,-0.0224609375,0.953125,-0.9765625,1.03759765625,-1.0986328125,101308
0.129,0.015625,-0.0029296875,0.9638671875,-1.5869140625,0.67138671875,-1.0986328125,101308
0.131,0.0048828125,-0.0107421875,0.958984375,-2.0751953125,0.48828125,-0.67138671875,101308
0.132,0.013671875,-0.001953125,0.986328125,-2.50244140625,0.54931640625,-0.91552734375,101308
0.134,0.0146484375,-0.0009765625,0.994140625,-2.62451171875,0.8544921875,-1.03759765625,101308
0.136,0.005859375,-0.0009765625,0.9912109375,-2.8076171875,0.6103515625,-0.9765625,101308
0.138,0.0068359375,0.0029296875,1.00390625,-3.11279296875,0.732421875,-0.91552734375,101308
0.14,0.001953125,0.0087890625,0.9892578125,-2.13623046875,0.30517578125,-1.220703125,101308
0.142,0.009765625,0.0107421875,1.0087890625,-2.3193359375,1.28173828125,-0.91552734375,101308
0.144,0.013671875,0.0087890625,1.017578125,-1.953125,1.03759765625,-1.220703125,101308
0.146,0.01171875,0.0107421875,1.0234375,-0.732421875,0.79345703125,-1.708984375,101308
0.148,0.0068359375,0.00390625,1.0087890625,-0.30517578125,0.9765625,-1.28173828125,101308
0.149,0.0185546875,0.0087890625,0.99609375,-0.54931640625,0.79345703125,-0.79345703125,101308
0.151,0.0166015625,0.013671875,0.9921875,-0.42724609375,0.30517578125,-1.52587890625,101308
