Time,Roller Count,Barcode,AC_X,AC_Y,AC_Z,GY_X,GY_Y,GY_Z,Pressure,Thermal,Trash
09/04/2020 08:43:46.235,0,START,0.0224609375,-0.0224609375,1.0009765625,-2.0751953125,0.91552734375,-1.220703125,101308,LEFT RIGHT,
09/04/2020 08:43:46.384,0,,0.0029296875,-0.0087890625,0.978515625,-1.46484375,0.79345703125,-0.8544921875,101308,,
09/04/2020 08:43:46.596,0,,0.013671875,0.0048828125,1.015625,-1.8310546875,0.9765625,-1.3427734375,101308,,
09/04/2020 08:43:46.695,0,,0.005859375,-0.0107421875,0.9951171875,-1.40380859375,-0.1220703125,-1.40380859375,101308,,
09/04/2020 08:43:46.863,0,,0.0126953125,-0.0068359375,1.0078125,-1.77001953125,1.3427734375,-1.5869140625,101308,,
09/04/2020 08:43:47.017,0,,0.013671875,0.0,1.01171875,-3.7841796875,1.0986328125,-1.15966796875,101308,,
09/04/2020 08:43:47.088,0,,0.0166015625,0.0048828125,1.01953125,-3.11279296875,1.03759765625,-1.8310546875,101308,,
09/04/2020 08:43:47.291,0,,0.005859375,-0.015625,0.994140625,-1.953125,0.67138671875,-0.91552734375,101308,,
09/04/2020 08:43:47.393,0,,0.00390625,-0.0234375,0.978515625,-2.13623046875,-0.30517578125,-1.708984375,101308,,
09/04/2020 08:43:47.482,0,,0.013671875,0.00390625,1.0107421875,0.0,0.42724609375,-1.52587890625,101308,,
09/04/2020 08:43:47.632,0,,0.0126953125,-0.0166015625,0.9755859375,-0.79345703125,0.18310546875,-0.91552734375,101308,,
09/04/2020 08:43:47.812,0,,-0.00390625,-0.0263671875,0.9365234375,-15.68603515625,0.8544921875,-1.0986328125,101308,,
09/04/2020 08:43:47.968,0,,0.0185546875,0.01171875,1.0,-1.77001953125,0.42724609375,-0.732421875,101308,,
09/04/2020 08:43:48.135,0,,0.0078125,-0.0146484375,0.970703125,1.708984375,0.244140625,-1.220703125,101308,LEFT,
09/04/2020 08:43:48.204,0,,0.0283203125,-0.0068359375,1.0400390625,1.52587890625,0.67138671875,-1.52587890625,101308,,
09/04/2020 08:43:48.301,0,,0.013671875,-0.0126953125,1.015625,-5.859375,0.3662109375,-1.8310546875,101308,,
09/04/2020 08:43:48.396,0,,-0.0126953125,-0.0263671875,1.009765625,-2.8076171875,0.54931640625,-1.953125,101308,,
09/04/2020 08:43:48.584,0,,0.05859375,-0.056640625,0.958984375,-20.99609375,-29.23583984375,-9.82666015625,101308,,
09/04/2020 08:43:48.692,1,,-0.01171875,0.0361328125,1.3154296875,-12.75634765625,-11.04736328125,-31.1279296875,101308,LEFT,
09/04/2020 08:43:48.763,1,,0.0,0.0048828125,1.2431640625,-4.39453125,-6.89697265625,-35.82763671875,101308,,
09/04/2020 08:43:48.929,1,,-0.0078125,-0.0078125,1.1015625,1.77001953125,-24.658203125,-69.82421875,101308,LEFT,
09/04/2020 08:43:49.003,1,,0.01953125,-0.005859375,0.9609375,2.01416015625,-22.76611328125,-72.69287109375,101306,,
09/04/2020 08:43:49.118,1,,0.0546875,0.005859375,0.6826171875,8.544921875,8.11767578125,-42.54150390625,101306,,
09/04/2020 08:43:49.308,1,,0.00390625,0.02734375,0.703125,13.61083984375,52.79541015625,16.05224609375,101306,LEFT,
09/04/2020 08:43:49.491,1,,0.03515625,0.0166015625,0.916015625,-0.3662109375,-20.20263671875,-1.708984375,101304,LEFT,
09/04/2020 08:43:49.616,1,,0.005859375,-0.0126953125,1.115234375,-13.48876953125,-32.04345703125,13.97705078125,101304,,
09/04/2020 08:43:49.716,1,,-0.001953125,-0.0859375,1.09765625,-11.23046875,3.41796875,23.25439453125,101304,,
09/04/2020 08:43:49.812,2,,-0.03125,-0.1640625,0.947265625,2.8076171875,20.1416015625,19.95849609375,101304,,
09/04/2020 08:43:49.923,2,,-0.09375,-0.1220703125,1.099609375,3.72314453125,12.39013671875,28.50341796875,101304,,
09/04/2020 08:43:50.019,2,,-0.107421875,-0.0693359375,1.05859375,5.43212890625,-8.056640625,34.3017578125,101304,,
09/04/2020 08:43:50.125,2,,-0.0966796875,-0.0595703125,0.8671875,-7.4462890625,-6.103515625,33.8134765625,101304,,
09/04/2020 08:43:50.196,2,,-0.046875,-0.01953125,0.7958984375,-6.2255859375,-1.03759765625,31.73828125,101304,,
09/04/2020 08:43:50.345,2,,0.068359375,0.1083984375,1.060546875,-9.521484375,3.7841796875,26.7333984375,101304,,
09/04/2020 08:43:50.467,3,,0.0625,0.1064453125,1.01171875,-16.4794921875,-1.220703125,12.5732421875,101304,,
09/04/2020 08:43:50.595,3,,0.00390625,0.0654296875,0.8916015625,-2.5634765625,1.0986328125,1.52587890625,101304,,
09/04/2020 08:43:50.787,3,,0.0166015625,0.005859375,1.06640625,-4.638671875,1.0986328125,-0.8544921875,101304,,
09/04/2020 08:43:50.983,3,,0.009765625,0.0087890625,0.96484375,-8.9111328125,-1.708984375,-8.97216796875,101305,,
